,01a,01b,02a,02b,03a,03b,04a,04b,05a,05b,06a,06b,07a,07b,08a,08b,09a,09b,10a,10b,11a,11b,12a,12b,13a,13b,14a,14b,15a,15b,16a,16b,17a,17b,18a,18b,19a,19b,20a,20b,21a,21b,22a,22b,23a,23b,24a,24b,25a,25b,26a,26b,27a,27b,28a,28b,29a,29b,30a,30b,31a,31b,32a,32b,33a,33b,34,35a,35b,36a,36b,37a,37b,38a,38b,39a,39b,40a,40b,41a,41b,42a,42b,43a,43b,44a,44b,45a,45b,46a,46b,47a,47b,48a,48b,49a,49b,50a,50b
39a,0.19435938259513996,0.2397800378894235,0.8702763423638147,0.9630710955715651,0.9764165657046532,0.9283189793785868,0.9817103089480456,0.9830355875632879,0.9728094061646032,0.9755957182945858,0.24118918169738826,0.1342223699361734,0.11666654643558973,0.21517918685559181,0.1617582194520569,0.24335206467996162,0.2617879250552398,0.22082620543697432,0.21599671729497416,0.17635934397212585,0.9863538907674804,0.9796313607440715,0.16267855580701904,0.13359221472991026,0.18113600125693488,0.21287755120296867,0.20941427842847116,0.1774014531214446,0.22853370199284137,0.16137656879013737,0.9769712672828407,0.8765905288820566,0.12433015582370538,0.23990348838028044,0.16637068740400748,0.1666501484582251,0.12899051715416007,0.13171413457591852,0.8153409727090167,0.824276260375224,0.9645674566163627,0.9028575769313347,0.2637391014921957,0.17203152490645476,0.5031425096004717,0.4229286075687559,0.16691826383178307,0.1620735533015131,0.9668012044211866,0.9769257542517353,0.16325674449461772,0.24865826799885285,0.9130140564786845,0.9658117621141815,0.20867259427081544,0.250639414790392,0.12033980855326383,0.18842105381892252,0.97519131532079,0.9744395778214853,0.22052943852999077,0.11505633126468369,0.9373119937586546,0.9372378464827903,0.9288234729047442,0.9773217224435836,0.17670227626910984,0.2939469348472518,0.31150286879244293,0.16788249202132874,0.2381915388278665,0.28081003046102965,0.2920511819464155,0.978234623389096,0.9790273991539995,0.0,0.2126490752006814,0.3098524429165555,0.27588489222142765,0.4807517201146772,0.5965054631844715,0.16821884238952267,0.23473582555414443,0.17984811793271924,0.16410412389977985,0.22390338696470044,0.16583037637725842,0.3185957593802763,0.30802382593591093,0.16805783601333177,0.16330561795333948,0.16370393976978884,0.22311297395130625,0.18261466994762274,0.19238610403928028,0.1654931248845667,0.3353629710960449,0.9801411761579996,0.9751132527142815
39b,0.1779806016429939,0.10243974582969295,0.8676369377518108,0.95950143054367,0.9730138109659549,0.9261100974083617,0.9782549921235363,0.9795641941321072,0.9691929654017858,0.9721831406587458,0.09332950971110898,0.1263319765530928,0.13634545269047388,0.12137188765209399,0.07466148277542574,0.15524334722713204,0.10368680672780467,0.13473133686750935,0.018748915473917997,0.08297241298217754,0.9828622136360998,0.9761994427377406,0.05905129392180116,0.1204108171680353,0.07851558918727788,0.01925291625933104,0.11403031247949406,0.07528874882276032,0.026110551142311506,0.06992534097008035,0.973551603188125,0.8759836285899533,0.1234878535902955,0.04245494691830783,0.06976095540998335,0.0719812550072375,0.11319970750361963,0.11092133429111566,0.8002384883887488,0.821984417895365,0.9608831155713035,0.9012074989955056,0.20678860868100538,0.11425965969181422,0.5347547353511893,0.46005752889409063,0.07406680681272143,0.06846957324654981,0.9631948801594641,0.9735036958410771,0.0672203987809632,0.21391343130589058,0.9109764907291281,0.9624826901240736,0.010828062261993662,0.12531138039216164,0.12857318529176623,0.18379040654445658,0.9716469728445656,0.9709030769534958,0.12649388402723377,0.14621105094051765,0.9348543576738093,0.9348607077238736,0.926627844891451,0.9739122098185146,0.09552344937350225,0.19404509021717278,0.3573960268462894,0.07378633529381347,0.0808453281761037,0.3329006690713879,0.41029931683665954,0.9747895740724379,0.9755768655342818,0.2126490752006814,0.0,0.37850882052169627,0.30997888677501145,0.5719902448015464,0.6558563753542832,0.06928660352177013,0.02897125383917772,0.08999839316852642,0.07446670634003176,0.0190263745827733,0.07796329146215902,0.22168636458680155,0.43091915994742774,0.07424975131037992,0.06971347782198699,0.0738452329175963,0.023023027859246082,0.14894204460162627,0.1736774639016171,0.07360260542902101,0.1362082667810995,0.9766895363950913,0.9715097367947526
40a,0.3744043340092403,0.409878261460997,0.8972004414642408,0.9693012866465199,0.9266098861714266,0.8986522443085767,0.9443281025891751,0.9586062367174931,0.9010272760993221,0.9158934843926314,0.408536268979314,0.35615060437206014,0.3469264148528654,0.44255227638211597,0.33307155398587673,0.2861793994063895,0.4290723120006162,0.42657171824027856,0.37975111043893967,0.4042531262675588,0.9924396589987673,0.9858215386061784,0.32243444358521417,0.3360288079292813,0.4035930731819903,0.3756964512535154,0.43326040424288115,0.3943668901266772,0.3918485487526893,0.33096707449919766,0.9308044254686473,0.817524101387458,0.34574654268099736,0.4053341191511628,0.32635050666582915,0.32683337755413894,0.34258234823156436,0.282040206505133,0.7477701692430566,0.803039584779161,0.9126643317727265,0.8364474530011158,0.4242898144028679,0.3404297441158383,0.38984582410159746,0.39003178724200777,0.32794320340326805,0.32880731929617113,0.883126343507,0.9117448310312684,0.32441532926527333,0.3592219614641489,0.8638680806028498,0.9102057124124929,0.375023487998845,0.42120546293685984,0.3484752096894523,0.3506184834457307,0.8992193053928745,0.9086645443442188,0.2698733903662771,0.350389217834638,0.8951399466634838,0.8987626798742633,0.8639905011386406,0.8902521801633205,0.41173341792491164,0.23229616607894724,0.23701109629063,0.32627476195589045,0.4062503768565587,0.051023042702285054,0.15775390995950825,0.9164543179144332,0.9187171985855637,0.3098524429165555,0.37850882052169627,0.0,0.146049258727439,0.3878908175222944,0.4718077699414609,0.32510084779777615,0.3985827856953906,0.40407516791371084,0.33185810750548256,0.3894227224647783,0.3325304084028467,0.2531212944173607,0.26388398206068947,0.3268345195878737,0.32891347515961883,0.33134708718370204,0.38688021700408387,0.3448635717656272,0.3641446149408038,0.32531175225653247,0.5019372779302786,0.9169481288794152,0.9336311569027252
40b,0.31948601146660377,0.351127264034696,0.8938942729417042,0.9740907681121818,0.9307810917991935,0.9153120864088274,0.9445855154772286,0.9559123052035373,0.9340317828324801,0.9441453449815901,0.34560950474685087,0.29165797851530323,0.2852284542336973,0.3795789517596044,0.2639346446465469,0.183977044943885,0.3655366361377785,0.37038845803130216,0.30988089643396005,0.34210496298957344,0.9971137777650348,0.9905093101665607,0.25427796753857446,0.27089941971223513,0.3398214605544541,0.30661170037376895,0.37082277443438816,0.32969513170640735,0.3215917099068597,0.2616382254110862,0.9538885417536597,0.844780620041401,0.2822671782206914,0.33572215813208905,0.2570644892781336,0.2573669558187109,0.27705142652606934,0.2117031970678868,0.7716535162945783,0.8154171879091461,0.937981523364452,0.8666474454604628,0.3673413961667053,0.27422396017055783,0.3420484337302412,0.3222318430041828,0.2583060089103086,0.25962794346151186,0.9209969158180565,0.9421157850752281,0.2555364749580914,0.3020165532751304,0.8877268041766547,0.9369822862358094,0.30732716550871914,0.3646510849912054,0.2851143052709056,0.289027387147573,0.9338518905691165,0.9392564153076076,0.21586480388942,0.28954693956958916,0.89312202656451,0.9186010380231425,0.8701196345099304,0.9010975025576435,0.35019995665522,0.12827748091792793,0.15187803774323713,0.2566892586495051,0.3422742980195499,0.11364052233864541,0.2254127499076659,0.9455092604153617,0.9471898842548511,0.27588489222142765,0.30997888677501145,0.146049258727439,0.0,0.3480127483536877,0.48307714899242954,0.2558680439984459,0.32875931990789153,0.34210700954544543,0.2621409984141016,0.31984548424982223,0.26376889601140724,0.11866116543200138,0.23258449212023805,0.25719506794838903,0.25961480871285153,0.2616960541400268,0.3166264391769214,0.28546040016775953,0.3075406412572953,0.2559784813612182,0.4320364046483797,0.946513076702566,0.9549569082895607
41a,0.5558081624195204,0.5761654638552328,0.8465528022907529,0.9228365040288384,0.8767691174839515,0.863484707973608,0.8937665274112612,0.9038664022386493,0.8763320579580777,0.8882147161898136,0.5846059108268128,0.5628061728759876,0.5577601653132405,0.6129658375122796,0.5609674826895864,0.48556333613180575,0.5985869339974108,0.5839810774384836,0.5774815381319822,0.580080623244466,0.9448560115422922,0.9381724696676027,0.5535244335219159,0.5641656939027185,0.5858758559278411,0.5751187432442736,0.6014905979397667,0.5818299223517801,0.5889959626568041,0.5602429160243066,0.8972944813145523,0.7510055735248583,0.5566383632778557,0.596757087338721,0.5601900322301391,0.5620250842081905,0.5603775273616415,0.5237462875166256,0.7482735283195328,0.728337169156728,0.8825882321036816,0.8007011262924714,0.4883132382007156,0.5635836613791526,0.40983895818653426,0.3821472587268828,0.563470324227226,0.5595751652798437,0.8624414967891515,0.8839108591359643,0.5586681154990177,0.5734107222059136,0.8349272539993984,0.8794527091794974,0.5656679520531256,0.5803663124810345,0.561227105276252,0.572862880972873,0.8754172109366293,0.881660905659658,0.5119453463268409,0.5606304357089279,0.8429751008819274,0.8657129220794332,0.8051460369755231,0.8293828410223328,0.5872128008637904,0.4229914487311406,0.3311760256075373,0.5635836001204861,0.5887606325363285,0.3939705639088282,0.29232243271969865,0.892123608460882,0.8894403394273596,0.4807517201146772,0.5719902448015464,0.3878908175222944,0.3480127483536877,0.0,0.29251759191341176,0.5595656238030544,0.5904653321619687,0.5796297714739483,0.5631661782134653,0.5839528931563835,0.5598807374475054,0.42654068702763626,0.22540551042069765,0.5636925774617808,0.5602134688904988,0.5629762168608322,0.5846325566033661,0.5557547786496236,0.5616663316521623,0.5627828948305237,0.6780931821251767,0.8900719454460603,0.8997374255654007
41b,0.6456968095133662,0.6602386862225199,0.6289876222415381,0.7089389958146602,0.6386606964086811,0.6313715113331112,0.6680419470593844,0.6740658512983234,0.6400660794503515,0.6567383151343699,0.6672512572101367,0.6523651590146831,0.6481412835534885,0.689256771515232,0.6506271972052595,0.5866626598732049,0.6765853793022477,0.6654250800302436,0.6619683377743558,0.6627202956361972,0.7250742957997368,0.7198321695390942,0.6439914826752072,0.6548176329534803,0.668834976204943,0.6590063502790953,0.6780551564071894,0.6666567240100368,0.6717897496978479,0.6505584236320617,0.6707601197861902,0.5157669087344319,0.6460569969678384,0.6758570553502325,0.6508140190110145,0.6525748185752976,0.6505542968940682,0.6256530565462065,0.5188427082967203,0.514963496926598,0.6559572557596443,0.5677935406973001,0.6149422169632829,0.6541385569966717,0.3605542301816274,0.3848941861616361,0.6539988121380279,0.6499193193292219,0.6242181273685028,0.6447545253144576,0.6489784058973694,0.659426286900264,0.5989156647003245,0.6443480305463071,0.6499039350851831,0.6649468969462549,0.6509400795537789,0.6589073296911858,0.6356807751444372,0.6477483336674282,0.6034885861469296,0.6502544128935571,0.6057209970877154,0.6310461598459359,0.5588087849205512,0.5846225788436049,0.6694654320978276,0.5344209171588494,0.4177268380657117,0.6541131908119067,0.6710612332237743,0.4885503199023227,0.44453472568198604,0.6721691255115996,0.6593644064168638,0.5965054631844715,0.6558563753542832,0.4718077699414609,0.48307714899242954,0.29251759191341176,0.0,0.6503454985434544,0.6717343415595053,0.6611477306614226,0.653602805607247,0.6662681846599662,0.6491194372008969,0.5259344922017687,0.43160981452497493,0.6542625589478048,0.65064727493167,0.653363425131453,0.6680634272880326,0.6458760605724359,0.6516573932747195,0.6530711904877881,0.7450481796566167,0.6582582388190428,0.6669656070762793
42a,0.13622875241543345,0.16035790024830474,0.8749601102083112,0.9692955420028432,0.9826290657731889,0.933723222887148,0.9878452862916106,0.9891502564453537,0.9789179708075991,0.9818117431036525,0.1436264485675576,0.0824469857167602,0.08524830732507549,0.18286369481899714,0.022428215823568087,0.09943552054737398,0.16007050824469712,0.19334997710038293,0.056943849533259705,0.14513106393324646,0.9924264435848139,0.9857978489428602,0.010513882827961235,0.06261502073911356,0.13866790569926113,0.06505704506889064,0.17549038822151627,0.12311869924897904,0.07466046729040647,0.011412320386538001,0.9831701030021073,0.8813909319372324,0.08167309900160014,0.09541873838678688,0.004307226900247708,0.008026556562484874,0.06435223676785519,0.06489225344002202,0.8060418864369953,0.8288106322828513,0.9707030837119744,0.9078217075488358,0.19357299129923614,0.05788665565059,0.48373738294179863,0.41191567805192136,0.01072443364795435,0.009408085137195286,0.9729649466445887,0.9831239674558034,0.006507491020134958,0.16037670717559357,0.9184646233589945,0.9721672557670272,0.07294599047052976,0.17775490680398875,0.08467523092194947,0.1332503921484152,0.9813225620725564,0.9805833978937012,0.06432065136033081,0.09930680990436984,0.9428786403586136,0.9426702384892032,0.9342074882038589,0.9835219399573244,0.1575653865971727,0.14145654689171341,0.3040252281867151,0.009760205458408682,0.14199480175187207,0.27782758313739375,0.36035310241857443,0.9844096436863173,0.9851919520695196,0.16821884238952267,0.06928660352177013,0.32510084779777615,0.2558680439984459,0.5595656238030544,0.6503454985434544,0.0,0.07717070429387066,0.14956605728937344,0.013538573579957544,0.07207019953669659,0.02650037274876961,0.16861603114276272,0.37929244498711395,0.009584861466405638,0.008813557866619116,0.01393875770994855,0.06863149705259337,0.09672416081885356,0.12465456757788712,0.012149572595170714,0.18734621026055528,0.986293708540833,0.9812083053414647
42b,0.19951584526437213,0.11916026707129672,0.8775718657106077,0.9689725647682995,0.9822871478642249,0.9364257444074888,0.9875190610268136,0.9888283365088325,0.9786151602358539,0.9814701260030884,0.09320048686522132,0.1391919143713742,0.15394257000022832,0.10800748200199299,0.08419919540922492,0.16247026879731732,0.08631463418879254,0.14003030902140826,0.02072012549512772,0.09073632292475341,0.9921123643521851,0.9854650746684843,0.08538397445552066,0.1351667027815918,0.0855858549334827,0.0282976833897691,0.10243395192499183,0.08875356892657742,0.014482579982114758,0.07631209059135012,0.9828315853138166,0.8874998750961715,0.14315024628081077,0.020622312064413204,0.07437990949731627,0.07814899113882486,0.1285753531991072,0.12934087451837276,0.8089993105879012,0.8319419656533418,0.9704057355430554,0.9121649234334194,0.2222324676244191,0.12715408062601016,0.5579839583337748,0.483228935141322,0.08031139376092239,0.07611755630290043,0.972654676981132,0.9827857398651584,0.07839506975271542,0.23171525573935425,0.9214904992195668,0.9717983398461513,0.037763480696903114,0.14050799154569216,0.1477138931452032,0.20023244349774158,0.9810083466407723,0.9802664870307298,0.13489361403962688,0.16606472819495857,0.94495760111353,0.9450415870762012,0.9369491442553457,0.9831823774083297,0.09862293192986937,0.2164601458775417,0.3775977425539696,0.08104771456289425,0.08175530094796428,0.35206717605804744,0.4319150109444287,0.9840767179223578,0.9848610113798651,0.23473582555414443,0.02897125383917772,0.3985827856953906,0.32875931990789153,0.5904653321619687,0.6717343415595053,0.07717070429387066,0.0,0.09366829334502763,0.07906593371472526,0.011605148516141382,0.0874625026673511,0.2412662880548189,0.4533795489026457,0.08047187514231031,0.07590295044895222,0.07973153557289094,0.019388423233771695,0.17015185383977005,0.194551660639367,0.08341168134069343,0.11253630406406374,0.985964614117666,0.9809057895468777
43a,0.2092910735393955,0.1408359982790318,0.8661386413156111,0.9560430455150869,0.9694887732564469,0.9240691937489421,0.9748186280859663,0.9761533313624501,0.9658445070748974,0.9686661527411723,0.11808650026026961,0.08514589876768323,0.07459069339911704,0.04626901142003881,0.14250951642631435,0.2240540598199187,0.13280462835453385,0.10533066562032523,0.09510281044195641,0.012375520182316137,0.9794913330062212,0.9727250290118991,0.14546745454217777,0.09194954146961558,0.022056026564284997,0.08877126880863047,0.03421912864553945,0.034585698743081324,0.09443701894961076,0.14668385775259088,0.9700497604361386,0.8752596517612146,0.07732861776097688,0.09371776108385149,0.148375155064302,0.1482633845465887,0.09321505504131249,0.16034082675308156,0.8014431535630216,0.8206776227332662,0.9575375517147013,0.899982493423289,0.2299144298867332,0.1649792858777739,0.5486863227458995,0.4737471898959042,0.14864614596803982,0.1462202392195362,0.9597906218347348,0.9700045150090976,0.14507773420096556,0.24868649431914527,0.9089717490774194,0.9588170514888136,0.09093196478347453,0.16151073087628162,0.0774136081873306,0.14964874653933774,0.9682450468686881,0.9674902679252222,0.20062054633529983,0.07678067198808501,0.9325145178215863,0.9327149836763554,0.9246116296953364,0.9703996704703036,0.02331241160642338,0.27360242528194745,0.37969497216056003,0.14854747985642966,0.11735784892271517,0.36154610480692756,0.42733129930010433,0.9713240952759464,0.9721217641359775,0.17984811793271924,0.08999839316852642,0.40407516791371084,0.34210700954544543,0.5796297714739483,0.6611477306614226,0.14956605728937344,0.09366829334502763,0.0,0.1485730716999859,0.0854624593893829,0.14285134784423095,0.29910902826377234,0.4462594839808316,0.14896891335881657,0.1471316549289211,0.1479842640367405,0.09058274938710292,0.18257776579243887,0.20208801223826245,0.14617364446666492,0.19233006514184256,0.9732412239412218,0.9681631173651871
43b,0.13188779265233458,0.16035713914536245,0.8760795706284338,0.9696890867764557,0.9829123265744304,0.9346782160333977,0.9881928342335883,0.9895185237850184,0.9793707616381163,0.9821125684637719,0.14462233430146873,0.07800227518354978,0.08201412431820385,0.18141302209167828,0.008889642243610545,0.08689297886918144,0.16107780054120732,0.19228516610700916,0.06038153216219658,0.14464086437453164,0.9928157677777613,0.9861158499643606,0.020919946440284196,0.06714011500819232,0.1374865493067463,0.06474103744756217,0.17449017896520105,0.12388247597371176,0.06595233599822907,0.005071177795848952,0.9834775165853246,0.8828263168920957,0.0763761259382122,0.08594957184004702,0.009231346679709835,0.006971076096849095,0.05862272046075345,0.058717197994320326,0.806317923552664,0.8299159421322247,0.9711817582710056,0.9091568209401437,0.19348260456406172,0.054371313947943846,0.49257088177297104,0.41444984548618663,0.00435929460179675,0.007144342272171478,0.9733809009009718,0.9834352065048731,0.013472904905606195,0.16123090923776953,0.9194151418077169,0.972371016648398,0.07790430354263132,0.17893401892658214,0.07887474971146026,0.12826479869645865,0.9817148090774666,0.980971646367509,0.06895240159986661,0.09380091433920719,0.9437004546701114,0.9435859686860809,0.9351701201128145,0.9838127510984255,0.15668076121699637,0.15180471274314836,0.3093966034970249,0.0063139315977577245,0.14105097515695109,0.2841498952818716,0.36274015294798995,0.9847523137380527,0.9855405982151161,0.16410412389977985,0.07446670634003176,0.33185810750548256,0.2621409984141016,0.5631661782134653,0.653602805607247,0.013538573579957544,0.07906593371472526,0.1485730716999859,0.0,0.07225407031279715,0.012961799168812066,0.1749323653001147,0.3882765110313606,0.005455459261579505,0.006270170383131986,0.0008786265655048384,0.060527545130018186,0.1025796343736684,0.12352051670670912,0.008660050166570796,0.1772293179172687,0.9866404995987937,0.9816506264056496
44a,0.18862084408485794,0.1122824678684289,0.874129991037457,0.9653678510279519,0.9787068007552374,0.9326045120526952,0.9839727856757615,0.9852907656943185,0.9750646504976249,0.9778870551130853,0.08950390442640026,0.13337026377903202,0.14569420728308216,0.11340175331496911,0.07265004747106632,0.1530901927603236,0.09693894952846728,0.13166539898684124,0.01538603801204934,0.0798453633072504,0.9885941001446771,0.9819051453257259,0.07599949274617084,0.12824766331320944,0.07648789241136138,0.016829631870510394,0.106952511322892,0.08383412842038777,0.012547253091760205,0.06768109213239965,0.9792565082770556,0.883274484258596,0.1321633474905694,0.02383460807219139,0.06877568166593429,0.06997193159236743,0.12085015360881195,0.11832629758669849,0.8054450245533872,0.828476697908359,0.9668337754479784,0.9082113588968621,0.21395089717507232,0.12142851073495253,0.5489408270502139,0.4744390356030012,0.07203622911453379,0.06631389288432858,0.9690768071234851,0.9792107468187802,0.06803363575814168,0.22310555361575898,0.9175764572284114,0.968152912086459,0.027997443558533733,0.1357751020956554,0.13670961947191318,0.19148955646877863,0.9774540243484111,0.9767066426026992,0.12668697972070928,0.15513722807103547,0.9411868572483691,0.9412757077749684,0.9331300330588163,0.979607579433195,0.09061515582149489,0.2080215617752519,0.36872216684668907,0.07182115852494571,0.07715749834300467,0.34296770169389945,0.42301317922917053,0.9805112205271188,0.9813002696271697,0.22390338696470044,0.0190263745827733,0.3894227224647783,0.31984548424982223,0.5839528931563835,0.6662681846599662,0.07207019953669659,0.011605148516141382,0.0854624593893829,0.07225407031279715,0.0,0.07590308815850451,0.23248440086972036,0.4449117304094972,0.07226971904696745,0.06757539852260994,0.07164567717978677,0.013022086583362765,0.15944139548732206,0.18372151525563574,0.07204177146895775,0.1171853023744835,0.9824098323535303,0.9773635440148097
44b,0.13111688335758423,0.16786105666801343,0.868652187981866,0.9604498964954719,0.9738009800553442,0.9260495096771638,0.9791273754353362,0.9804586782153254,0.9702536350456179,0.9729653253102333,0.1525289495389093,0.08250486432910203,0.09290502585246836,0.18142154163608634,0.0040721569252015226,0.0839462395182467,0.16918825293215053,0.18393703660334826,0.06863451347519713,0.14779213299030816,0.9838037286017788,0.9770373798441302,0.03016534706613978,0.07929866274943774,0.14231814453708067,0.05918715446358255,0.17124658380338756,0.1326354648305544,0.074496451566056,0.015088052362231609,0.9743531029709797,0.8745978382882509,0.06890613707612422,0.08331246602364477,0.022193145848521903,0.018473816186284738,0.06414140234194594,0.06032751532732391,0.7990340388179208,0.8227700487684478,0.9620118784663926,0.9008195345815245,0.18444072900299893,0.06733311311675592,0.49312741756942335,0.41625058427523115,0.015775939100815258,0.017092287611574327,0.9642328690152578,0.9743056990302404,0.019992881728634653,0.1645988267417056,0.9107321913396462,0.963110486161998,0.08230844682120715,0.18767333960916535,0.07466824679783539,0.12938203441137763,0.9726292542805947,0.9718656774781286,0.07224205359677446,0.09044176571084074,0.9349717279382178,0.9349660460510156,0.9265685644153928,0.9747130246720905,0.15725185146680296,0.1539120618291951,0.31120367911938346,0.016740167290360927,0.14339413357190434,0.28527808791525516,0.3643948863216921,0.9756163906122142,0.9764153337100482,0.16583037637725842,0.07796329146215902,0.3325304084028467,0.26376889601140724,0.5598807374475054,0.6491194372008969,0.02650037274876961,0.0874625026673511,0.14285134784423095,0.012961799168812066,0.07590308815850451,0.0,0.17601393811238256,0.39087941833829304,0.01691551128236397,0.01768681488215049,0.012561615038821061,0.06878667486722705,0.10468927464768278,0.12583576366443988,0.014350800153598894,0.18039426249627089,0.9775418715320674,0.972570400999308
45a,0.28901405261482127,0.31856553864788945,0.8819879095880515,0.9591081700249134,0.91440720463086,0.9017331908299772,0.9281230924804094,0.9394444822983395,0.9206011281789602,0.9305951403049589,0.3039262131068294,0.24089459956744083,0.24068452736676457,0.33677260066799813,0.17639084313706258,0.09775763733292082,0.31973560975875265,0.3410001801855784,0.2221449257784368,0.3006355726289586,0.9824831445401335,0.9758097089290102,0.16632826437487166,0.2251151881972928,0.29581806311536035,0.2191596272217499,0.3267666626386985,0.2842076572211407,0.23843107540979683,0.1715570558845084,0.9401168155084836,0.8321236778257841,0.23060616545899174,0.25160888815556953,0.16875113175119125,0.17148632078596457,0.22079953355718485,0.2184704635169704,0.7577053998917741,0.8061339863238692,0.9240587643092056,0.8539348413888067,0.3350633994730073,0.2170875062002764,0.32974522331556944,0.32074950474337893,0.17320049893099013,0.16872225131736515,0.9077200808792844,0.9286840100863714,0.16721357011354035,0.2597920599846915,0.8743913611496001,0.9232380337484148,0.22596238199838417,0.33755193197375905,0.23594409123111362,0.2344099948172248,0.9205816505370213,0.9257816182897235,0.12858214651346134,0.24636263149489215,0.8765422429885555,0.9051939471549849,0.8540412437293057,0.8842969636874383,0.31161326611670054,0.04571016219299626,0.1952392728895955,0.17447243228467024,0.29748183387367316,0.22279895639700711,0.32161873329332114,0.9320057392711764,0.9336716077099115,0.3185957593802763,0.22168636458680155,0.2531212944173607,0.11866116543200138,0.42654068702763626,0.5259344922017687,0.16861603114276272,0.2412662880548189,0.29910902826377234,0.1749323653001147,0.23248440086972036,0.17601393811238256,0.0,0.3303582883768525,0.1743266148622438,0.16913965284568222,0.17444866992404873,0.23301027157516466,0.25147333408749506,0.27414884452485194,0.17357244691833862,0.3476266985001564,0.9330775331918374,0.9410301607657744
45b,0.3966687150115984,0.44060270392419154,0.8879320889654871,0.9751729709036745,0.9482831724793758,0.9217029143448352,0.9597944811743075,0.9683874078058762,0.9469913077869433,0.9552261905649478,0.44933319914176345,0.4023553349570901,0.38692748711407715,0.486311711972077,0.3906494254499404,0.3136345816745946,0.4707221442935343,0.4548292361141728,0.4343771068188879,0.4446587926193839,0.9981726955348457,0.9915616260657752,0.375034722064292,0.3840362490441482,0.4480764351945301,0.4322945516217576,0.4757864421232507,0.43959693836806774,0.4481446875836843,0.3865835445266224,0.962893679488258,0.8556037818350127,0.3921597352165163,0.46277311689492295,0.38132254515513403,0.3828059469854764,0.391187671304541,0.3452965789736166,0.8121899550031193,0.8137014082555712,0.9479139026102333,0.8786499831403991,0.4568919280126244,0.39000501144030303,0.42015508998705725,0.3411413464365379,0.38451872807117865,0.38427072513413857,0.9357970447085521,0.9540368886542044,0.3798690390523734,0.4077162000836623,0.8971139648206194,0.9474452786066453,0.42498711779540016,0.44534078430620916,0.39450258988471315,0.4082767447811737,0.9474515445350629,0.9512883072660974,0.3385726766285715,0.39206346117257923,0.9105311171754393,0.9263449239568399,0.8913354874264096,0.9280134952890479,0.4519855729424351,0.2936373732959816,0.24354279515260838,0.3829523794361142,0.45170099572198247,0.2607881614174033,0.1305042059613916,0.956901552130199,0.9583562025322206,0.30802382593591093,0.43091915994742774,0.26388398206068947,0.23258449212023805,0.22540551042069765,0.43160981452497493,0.37929244498711395,0.4533795489026457,0.4462594839808316,0.3882765110313606,0.4449117304094972,0.39087941833829304,0.3303582883768525,0.0,0.38340559446861716,0.38436127221080746,0.38789534110576257,0.44306284615237407,0.3812004580704951,0.3934448714482707,0.382492521828729,0.5586873295502778,0.9581243394866169,0.9632685920603336
46a,0.1358415047658865,0.1606973733670337,0.8784816155496608,0.972509159470181,0.9857600673823055,0.9369071977602937,0.9909816189339734,0.992286134180486,0.982143784324113,0.9849327087215936,0.14660512935945164,0.08345773444512927,0.08423976034851505,0.18158356827422406,0.012843354357162448,0.09146110698779797,0.16274102114287525,0.19278954076952304,0.062044524776335375,0.1446376912515153,0.9955718492482322,0.9889336463628867,0.015464487178704694,0.06238315146707377,0.1373425779618707,0.06473110410493717,0.17494781012705582,0.12499657112439393,0.06693152419745776,0.009024889909400856,0.9862959149447955,0.8846235095558367,0.08032983805176411,0.08625277375029088,0.006674754837390324,0.002869751362542538,0.06266108945622044,0.06267091010787224,0.8086266429005531,0.8323215704496008,0.9739820559349609,0.911121813096959,0.19335793559944636,0.05934833077400953,0.48753852555416444,0.41513081633624127,0.0011395721815487118,0.008977691880849596,0.9762125971728053,0.9862482407455188,0.008660604538637165,0.16064364219738883,0.9216800599094449,0.975269758087051,0.07788470586100527,0.1800545742331129,0.08282846182501216,0.1328512945278558,0.9845233897315083,0.9837759998176093,0.06771865222480072,0.0977546264527591,0.9460511402742151,0.9458601253846188,0.9373971924036543,0.986655045455375,0.15651053774637547,0.14738580556288614,0.30517686393603766,0.00085847233617822,0.14065623499210644,0.2791625120911065,0.3624135403664721,0.9875296859262299,0.9883140060306771,0.16805783601333177,0.07424975131037992,0.3268345195878737,0.25719506794838903,0.5636925774617808,0.6542625589478048,0.009584861466405638,0.08047187514231031,0.14896891335881657,0.005455459261579505,0.07226971904696745,0.01691551128236397,0.1743266148622438,0.38340559446861716,0.0,0.00742771923884247,0.004576832696074667,0.06214682254642503,0.09712417511208889,0.12364031594973718,0.0032045909049912918,0.17811991379113157,0.989422239003687,0.9844329235848105
